update,rollout_steps,episodes_finished,completed,timeouts,trained_win_rate,opponent_win_rate,average_step_reward,trainable_samples,fighter_samples,cleric_samples,wizard_samples,policy_loss,value_loss,entropy,loss,checkpoint,curriculum_level,curriculum_stage,curriculum_kind,training_classes,curriculum_window_size,curriculum_window_win_rate,curriculum_threshold,curriculum_updates_on_level
430,1024,6,6,0,0.0,1.0,0.046166015625,349,161,188,0,0.2968600392341614,1.063818410038948,1.628296285867691,0.8124862760305405,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,368
435,1024,5,4,1,0.0,1.0,0.0202001953125,332,207,125,0,0.16070863977074623,0.7393784038722515,1.6454714834690094,0.5139431245625019,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.23333333333333334,0.7,373
440,1024,7,5,2,0.0,1.0,0.025309570312499998,351,179,172,0,0.09535048203542829,1.1626864075660706,1.3982948809862137,0.6627107486128807,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,378
445,1024,4,4,0,0.0,1.0,0.03676171875,354,161,193,0,0.2700837329030037,1.2329916507005692,1.3137812316417694,0.8734417334198952,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.03333333333333333,0.7,383
450,1024,7,4,3,0.0,1.0,0.013494140625,310,149,161,0,0.0752992918714881,0.6865542829036713,1.2473779320716858,0.40610264986753464,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,388
455,1024,4,2,2,0.0,1.0,0.0037812500000000008,297,147,150,0,0.020970759447664022,0.8235655054450035,1.2629817575216293,0.42012370005249977,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.03333333333333333,0.7,393
460,1024,6,3,3,0.3333333333333333,0.6666666666666666,-0.009685546875000001,284,160,124,0,0.05724863801151514,1.0026948973536491,1.1805756986141205,0.5467903167009354,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.16666666666666666,0.7,398
465,1024,7,5,2,0.2,0.8,-0.004151367187499999,289,112,177,0,0.051953951944597065,2.29366073012352,1.0981413424015045,1.187802903354168,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,403
470,1024,6,2,4,0.0,1.0,0.010280273437500001,302,151,151,0,0.3003947101533413,1.6415978968143463,1.2408602237701416,1.108785055577755,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,408
475,1024,7,5,2,0.0,1.0,0.023943359375,325,153,172,0,0.1350290954578668,1.4140367656946182,1.3883073031902313,0.8281643986701965,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,413
480,1024,7,7,0,0.14285714285714285,0.8571428571428571,0.046319335937500004,330,145,185,0,0.2574198879301548,1.0209098532795906,1.5596639811992645,0.7522782012820244,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.26666666666666666,0.7,418
485,1024,7,7,0,0.0,1.0,0.0466015625,365,181,184,0,0.2486434606835246,1.4173452109098434,1.6593824326992035,0.9407222643494606,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.16666666666666666,0.7,423
490,1024,8,7,1,0.0,1.0,0.0475302734375,359,152,207,0,0.34478262439370155,0.9721047729253769,1.6231084913015366,0.8146039098501205,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,428
495,1024,11,11,0,0.09090909090909091,0.9090909090909091,0.059446289062500005,333,179,154,0,0.18271106481552124,2.07127782702446,1.6322018057107925,1.202027976512909,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,433
500,1024,7,7,0,0.0,1.0,0.0553779296875,388,171,217,0,0.4641670025885105,1.8849944919347763,1.4397600293159485,1.3922666758298874,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,438
505,1024,6,6,0,0.0,1.0,0.049231445312500004,332,125,207,0,0.3544152155518532,1.3373718708753586,1.5557356774806976,1.0075437873601913,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.13333333333333333,0.7,443
510,1024,7,7,0,0.14285714285714285,0.8571428571428571,0.024072265625000002,328,171,157,0,0.5062532648444176,1.300451636314392,1.4555594474077225,1.1419234871864319,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.2,0.7,448
515,1024,9,9,0,0.0,1.0,0.06445507812500001,320,124,196,0,0.4114012308418751,0.9773255884647369,1.2732931673526764,0.8873310834169388,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.23333333333333334,0.7,453
520,1024,6,5,1,0.0,1.0,0.039179687500000004,328,160,168,0,0.27224411629140377,1.4017435908317566,1.5255843251943588,0.9578600823879242,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.13333333333333333,0.7,458
525,1024,7,7,0,0.0,1.0,0.048607421875,351,197,154,0,0.21259076334536076,1.3903524428606033,1.5419244766235352,0.8923477381467819,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,463
530,1024,9,9,0,0.5555555555555556,0.4444444444444444,0.019923828125,372,177,195,0,0.20241936668753624,3.0328158736228943,1.5393801927566528,1.7034334689378738,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.26666666666666666,0.7,468
535,1024,5,5,0,0.4,0.6,0.021703125,337,151,186,0,0.20502860751003027,1.9542732238769531,1.5610237270593643,1.1665549874305725,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.2,0.7,473
540,1024,9,8,1,0.0,1.0,0.0459541015625,330,143,187,0,0.4019908457994461,1.2484135180711746,1.5038869976997375,1.0111587271094322,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.16666666666666666,0.7,478
545,1024,6,6,0,0.16666666666666666,0.8333333333333334,0.0213486328125,333,169,164,0,0.3384805805981159,1.5369128435850143,1.486307442188263,1.0920739397406578,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,483
550,1024,10,10,0,0.0,1.0,0.0725244140625,318,157,161,0,0.23125650826841593,1.535906657576561,1.2766869068145752,0.9864429607987404,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.23333333333333334,0.7,488
555,1024,12,12,0,0.0,1.0,0.0747646484375,323,152,171,0,0.30818936601281166,1.6153935194015503,1.4042516201734543,1.101843610405922,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.03333333333333333,0.7,493
560,1024,6,5,1,0.0,1.0,0.034458007812500004,333,157,176,0,0.3198128007352352,0.8411509618163109,1.5509670674800873,0.724878616631031,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.06666666666666667,0.7,498
565,1024,9,9,0,0.0,1.0,0.0517275390625,310,139,171,0,0.3115043006837368,1.5393445491790771,1.4110778719186783,1.0670657977461815,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.03333333333333333,0.7,503
570,1024,7,7,0,0.0,1.0,0.041568359375,321,147,174,0,0.2504901587963104,1.029109537601471,1.4243773818016052,0.750801146030426,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,508
575,1024,9,9,0,0.0,1.0,0.0695419921875,343,136,207,0,0.4794134460389614,1.5670902729034424,1.4819762259721756,1.2481388300657272,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.03333333333333333,0.7,513
580,1024,6,6,0,0.16666666666666666,0.8333333333333334,0.0408486328125,316,161,155,0,0.33546898141503334,1.334712654352188,1.5067016184329987,0.9877583011984825,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.16666666666666666,0.7,518
585,1024,9,9,0,0.0,1.0,0.0674072265625,326,162,164,0,0.35552344657480717,1.3646567538380623,1.5874166190624237,1.0219776555895805,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.1,0.7,523
590,1024,8,8,0,0.25,0.75,0.0501279296875,355,193,162,0,0.47739269584417343,1.0239421278238297,1.5110614448785782,0.9742531478404999,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.2,0.7,528
595,1024,7,7,0,0.0,1.0,0.054416015625,322,136,186,0,0.4011271148920059,1.1729400157928467,1.5044858157634735,0.9725522771477699,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.13333333333333333,0.7,533
600,1024,8,8,0,0.125,0.875,0.0400771484375,383,191,192,0,0.45710525661706924,1.5057827830314636,1.5104233175516129,1.194892406463623,F:\PyCharmWorkspace\D&D Battle AI\checkpoints\gnn_class_curriculum.pt,5,Cleric_resources,class,Cleric,30,0.2,0.7,538
